OBJECTID,Type,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Symbol,Label,DataSourceID,Notes,ContactsAndFaults_ID,Shape_Length
"559",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0559,"1239.526798165759"
"560",contact,N,"10",certain,certain,01.01.03,,DAS1,,CAF0560,"1778.342058715301"
"561",fault,N,"5",certain,certain,02.01.03,,DAS1,,CAF0561,"677.8773413405055"
"562",fault,N,"25",certain,certain,02.01.03,,DAS1,,CAF0562,"318.1586154002683"
"563","fault, thrust",N,"5",certain,certain,02.08.03,,DAS1,,CAF0563,"300.1570834226234"
"564","fault, thrust",N,"10",certain,certain,02.08.03,,DAS1,,CAF0564,"674.1094476377579"
"565","fault, thrust",N,"10",certain,certain,02.08.03,,DAS1,,CAF0565,"1167.161208732911"
"566","fault, thrust",N,"10",certain,certain,02.08.03,,DAS1,,CAF0566,"215.483461728631"
"567",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0567,"1879.738391215762"
"568",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0568,"1876.129864656322"
"569",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0569,"328.5184735999749"
"570",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0570,"1055.627427850437"
"571",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0571,"1039.496093967612"
"572",contact,N,"10",certain,certain,01.01.01,,DAS1,,CAF0572,"397.1125016498281"
"573",contact,Y,"10",certain,certain,01.01.07,,DAS1,,CAF0573,"156.9734683504923"
"574",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0574,"1309.540899699447"
"575",fault,Y,"5",certain,certain,02.06.07,Zim Zim fault,DAS5,Field,CAF0575,"321.9245457634357"
"576",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0576,"1206.552987608603"
"577",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0577,"602.6411943512431"
"578",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0578,"288.2617396201554"
"579",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0579,"30075.93179396066"
"580",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0580,"719.2958620790347"
"581",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0581,"6263.194107555488"
"582",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0582,"542.7766395852337"
"583",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0583,"1148.253730600102"
"584",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0584,"6000.887010316049"
"585",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0585,"608.7536245644417"
"586",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0586,"1221.192128022602"
"587",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0587,"2544.666722906022"
"588",fault,N,"10",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0588,"610.6676844578747"
"589",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0589,"1794.168507249811"
"590",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0590,"2870.449881782431"
"591",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0591,"5384.636229353199"
"592",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0592,"4712.337071949793"
"593",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0593,"413.0996291058082"
"594",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0594,"375.4521102764933"
"595",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0595,"254.0344459945093"
"596",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0596,"551.8786598735935"
"597",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0597,"608.3454731283686"
"598",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0598,"772.643588542469"
"599",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0599,"718.3724369488652"
"600",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0600,"104.8131920790592"
"601",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0601,"261.7968600211071"
"602",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0602,"2215.439277494839"
"603",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0603,"154.5562425049833"
"604",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0604,"244.9299215492526"
"605",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0605,"1133.539128528159"
"606",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0606,"673.2325467850453"
"607",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0607,"679.1233511336953"
"608",fault,N,"25",questionable,questionable,02.01.03,,DAS1,Field,CAF0608,"258.0186489191315"
"609",fault,Y,"5",certain,certain,02.01.07,,DAS1,Field,CAF0609,"193.6624283504048"
"610",fault,N,"10",questionable,questionable,02.01.03,,DAS1,Aerial Photo,CAF0610,"436.9579890155932"
"611",fault,N,"10",certain,certain,02.01.03,,DAS1,Field,CAF0611,"58.39154305341228"
"612",fault,N,"10",certain,certain,02.01.03,,DAS1,Field,CAF0612,"364.1642864534764"
"613",fault,N,"25",certain,certain,02.01.03,,DAS1,Field,CAF0613,"914.2868126406522"
"614",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0614,"496.9437539230816"
"615",fault,N,"10",questionable,questionable,02.01.03,,DAS1,Aerial Photo,CAF0615,"1089.723214631635"
"616",fault,Y,"5",certain,certain,02.01.07,,DAS1,Field,CAF0616,"345.0819233040324"
"617",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0617,"340.4043680713721"
"618",fault,N,"25",questionable,questionable,02.01.05,,DAS1,Aerial Photo,CAF0618,"1612.017169252804"
"619",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0619,"1146.012686845591"
"620",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0620,"739.0916412221484"
"621",fault,Y,"10",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0621,"283.0675383680172"
"622",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0622,"429.836419482016"
"623",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0623,"246.3083688273872"
"624",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0624,"255.2506727162336"
"625",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0625,"206.4144389015585"
"626",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0626,"585.8224364544711"
"627",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0627,"811.1510250480173"
"628",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0628,"1304.173278042072"
"629",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0629,"1479.045077703274"
"630",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0630,"1007.913367246704"
"631",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0631,"2869.899833260181"
"632",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0632,"1258.36119799782"
"633",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0633,"782.5419624316564"
"634",fault,N,"10",questionable,questionable,02.01.03,,DAS1,,CAF0634,"657.181285708244"
"635",fault,N,"10",questionable,questionable,02.01.03,,DAS1,,CAF0635,"1117.849722614262"
"636",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0636,"1205.302721488212"
"637",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0637,"379.3033641181268"
"638",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0638,"1537.327912038859"
"639",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0639,"318.621115033551"
"640",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0640,"347.7335093200062"
"641",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0641,"366.1476178804955"
"642",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0642,"242.9431684381913"
"643",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0643,"446.9075818548354"
"644",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0644,"1012.285351101523"
"645",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0645,"772.2764444707208"
"646",fault,N,"10",certain,certain,02.06.01,Zim Zim fault,DAS5,Field,CAF0646,"894.7366639615814"
"647",fault,Y,"10",certain,certain,02.06.07,Zim Zim fault,DAS5,Field,CAF0647,"441.1681587508643"
"648",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0648,"455.8280620610583"
"649",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0649,"2187.751016338367"
"650",fault,Y,"10",certain,certain,02.06.07,Zim Zim fault,DAS5,Field,CAF0650,"194.7845736129776"
"651",fault,N,"10",certain,certain,02.06.01,Zim Zim fault,DAS1,Field,CAF0651,"15.99414801787527"
"652",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0652,"606.9724924916778"
"653",fault,N,"10",certain,certain,02.01.05,,DAS1,,CAF0653,"975.1722849203638"
"654",fault,N,"25",questionable,questionable,02.01.05,,DAS1,,CAF0654,"1620.858334724654"
"655",fault,N,"25",questionable,questionable,02.01.05,,DAS1,,CAF0655,"421.3795353153744"
"656",fault,N,"25",questionable,questionable,02.01.05,,DAS1,,CAF0656,"343.9907773967948"
"657",fault,N,"5",certain,certain,02.06.01,Zim Zim fault,DAS5,Field,CAF0657,"584.3001360949262"
"658",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0658,"394.7682588138199"
"659",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0659,"81.35354922350663"
"660",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0660,"881.0844097152772"
"661",fault,N,"10",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0661,"520.9424356308687"
"662",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0662,"431.0859150786976"
"663",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0663,"1307.94262551228"
"664",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0664,"1224.721009417645"
"665",fault,N,"25",questionable,questionable,02.01.03,,DAS1,Field data,CAF0665,"690.9915248175213"
"666",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0666,"985.848983376648"
"667",fault,N,"5",certain,certain,02.07.03,,DAS1,Aerial Photo,CAF0667,"1737.161206373585"
"668",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0668,"270.2234247344147"
"669",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0669,"342.0689548620443"
"670",fault,N,"10",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0670,"476.626965750258"
"671",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0671,"19.22712584827845"
"672",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0672,"1173.212684075565"
"673",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0673,"1634.342853956395"
"674",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0674,"901.0536399885875"
"675",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0675,"2295.029952584864"
"676",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0676,"2914.63327629629"
"677","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0677,"2755.946740456546"
"678",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0678,"3288.677695682475"
"679","fault, thrust",N,"5",certain,certain,02.08.01,Soda Creek thrust,DAS1,Aerial Photo,CAF0679,"2502.216208441264"
"680",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0680,"525.6914785172671"
"681",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0681,"2163.003829999653"
"682",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0682,"897.159658018399"
"683",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0683,"5366.959180695222"
"684",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0684,"345.7183334156722"
"685","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,,CAF0685,"1498.306362481484"
"686",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0686,"1854.618959118043"
"687",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0687,"1157.749458470328"
"688",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0688,"315.8492610623638"
"689",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0689,"330.4453378448802"
"690","fault, thrust",N,"10",certain,certain,02.08.01,,DAS1,,CAF0690,"746.9971444843749"
"691",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0691,"779.8945222841315"
"692",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0692,"3051.505143699268"
"693",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0693,"1153.090165815731"
"694",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0694,"1101.693529747159"
"695",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0695,"483.3162067831353"
"696",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0696,"654.8668981149378"
"697",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0697,"2218.034605441193"
"698",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0698,"1506.850472655522"
"699",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0699,"405.3267300622712"
"700",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0700,"736.9472167006577"
"701",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0701,"1063.851126621885"
"702",fault,N,"5",certain,certain,02.01.01,,DAS1,Lidar,CAF0702,"419.8224778548127"
"703",fault,N,"5",certain,certain,02.01.01,,DAS1,Lidar,CAF0703,"420.6757990336279"
"704",fault,N,"5",certain,certain,02.01.01,,DAS1,Lidar,CAF0704,"233.5862619636475"
"705",fault,N,"5",certain,certain,02.01.01,,DAS1,Lidar,CAF0705,"572.5366409432428"
"706",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0706,"970.9753920576936"
"707",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0707,"485.7433671942743"
"708",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0708,"646.1203010798438"
"709",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0709,"1208.370077688279"
"710","fault, thrust",Y,"5",certain,certain,02.08.07,Soda Creek thrust,DAS1,,CAF0710,"749.3055772885075"
"711",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0711,"748.7943005159996"
"712",fault,N,"10",certain,certain,02.01.01,,DAS1,Lidar,CAF0712,"389.4795561379869"
"713",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0713,"1083.521983202071"
"714",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0714,"571.5427746621215"
"715",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0715,"683.5849127439631"
"716",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0716,"1046.796964939489"
"717",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0717,"1287.304650628488"
"718","fault, thrust",Y,"10",certain,certain,02.08.07,,DAS1,,CAF0718,"266.5266054171215"
"719","fault, thrust",N,"10",certain,certain,02.08.01,,DAS1,,CAF0719,"186.0969137455844"
"720",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0720,"1870.71628569453"
"721",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0721,"1018.818384955857"
"722",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0722,"659.1129273067363"
"723",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0723,"1198.180905404382"
"724",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0724,"774.8827968320054"
"725",fault,N,"5",certain,certain,02.01.03,,DAS1,Field,CAF0725,"184.4770315457604"
"726",fault,N,"5",certain,certain,02.01.03,,DAS1,Field,CAF0726,"198.4524008297197"
"727",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0727,"2269.704472873269"
"728",fault,N,"5",certain,certain,02.01.01,,DAS1,Areial Photo,CAF0728,"349.3762312187631"
"729","fault, thrust",N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0729,"470.489375391787"
"730",fault,N,"10",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0730,"769.6906403359219"
"731",fault,N,"10",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0731,"1089.381407283814"
"732",fault,N,"10",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0732,"84.43495538812542"
"733",fault,Y,"10",questionable,questionable,02.01.07,,DAS1,,CAF0733,"103.4233375547198"
"734",fault,N,"10",questionable,questionable,02.01.03,,DAS1,,CAF0734,"388.4350847796393"
"735",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0735,"418.9688521848044"
"736",fault,Y,"10",questionable,questionable,02.01.07,,DAS1,Lidar,CAF0736,"154.6073347001293"
"737",fault,N,"10",questionable,questionable,02.01.03,,DAS1,Lidar,CAF0737,"86.44948579970233"
"738","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,,CAF0738,"585.702653152938"
"739","fault, thrust",N,"25",certain,certain,02.08.03,,DAS1,,CAF0739,"468.1082812839978"
"740",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0740,"761.1607011641898"
"741",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0741,"1286.637435586082"
"742",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0742,"218.2168595661079"
"743","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,,CAF0743,"194.3315057589947"
"744",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0744,"939.4381399714296"
"745",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0745,"2091.499747587958"
"746",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0746,"264.5889750328223"
"747",fault,Y,"5",certain,certain,02.01.07,,DAS1,Lidar,CAF0747,"74.39426557181653"
"748",fault,Y,"5",certain,certain,02.01.07,,DAS1,Lidar,CAF0748,"38.35816313894615"
"749",fault,Y,"5",certain,certain,02.01.07,,DAS1,Lidar,CAF0749,"37.69158340988341"
"750",contact,N,"25",certain,certain,01.01.03,,DAS1,,CAF0750,"123.751121239194"
"751",contact,N,"25",certain,certain,01.01.07,,DAS1,,CAF0751,"656.6648773307192"
"752",fault,N,"25",certain,certain,02.01.03,,DAS2,,CAF0752,"1629.130039914086"
"753",fault,Y,"25",certain,certain,02.01.07,,DAS2,,CAF0753,"162.0862958746671"
"754",fault,N,"25",certain,certain,02.01.03,,DAS2,,CAF0754,"397.2641744962469"
"755",fault,Y,"25",certain,certain,02.01.07,,DAS1,,CAF0755,"54.81741477322267"
"756",fault,N,"25",certain,certain,02.01.03,,DAS2,,CAF0756,"392.6568415084448"
"757",fault,Y,"5",certain,certain,02.01.07,,DAS1,,CAF0757,"140.9320671481668"
"758",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0758,"670.6478092174378"
"759",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0759,"86.03889732629516"
"760","fault, normal",N,"10",certain,certain,02.02.01,,DAS1,Aerial Photo,CAF0760,"333.7642754999951"
"761",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0761,"1028.061320176555"
"762",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0762,"751.6815159790146"
"763",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0763,"632.4300384009448"
"764",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0764,"472.4207253453242"
"765",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0765,"1368.696191041126"
"766",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0766,"1654.5719828487"
"767",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0767,"539.7909798306372"
"768",fault,N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0768,"1242.31067244937"
"769",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0769,"272.6514436288396"
"770",fault,N,"5",certain,certain,02.06.01,Bartlett Springs fault,DAS1,Aerial Photo,CAF0770,"1614.572699065182"
"771",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0771,"184.8430673514065"
"772",contact,N,"5",certain,certain,01.01.03,,DAS1,Aerial Photo,CAF0772,"630.1763237520852"
"773",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0773,"92.90657682767915"
"774",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0774,"278.1365384168712"
"775",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0775,"146.7381344656799"
"776",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0776,"2225.909990447467"
"777",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0777,"22.25480466048994"
"778",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0778,"557.2415007541439"
"779",contact,N,"10",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0779,"1424.574185595555"
"780",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0780,"305.7945403504847"
"781",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0781,"1603.557734011451"
"782",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0782,"231.206328940261"
"783",fault,N,"10",certain,certain,02.01.01,,DAS1,Field,CAF0783,"52.84784630929173"
"784",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0784,"897.6762531548405"
"785",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0785,"816.5319092998209"
"786",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0786,"268.7934825828517"
"787",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0787,"32.91943614522371"
"788",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0788,"520.6961809921637"
"789",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0789,"2425.902817026606"
"790",contact,N,"10",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0790,"480.6815232755978"
"791",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0791,"4193.695876719747"
"792",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0792,"115.6149154168324"
"793",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0793,"130.1832083285742"
"794",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0794,"71.68103239931048"
"795",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0795,"529.0038642242624"
"796",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0796,"726.0056359093711"
"797",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0797,"78.91066483133888"
"798",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0798,"944.3827702378725"
"799",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0799,"1197.832591722159"
"800",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0800,"351.3093509422712"
"801",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0801,"853.5257136980689"
"802",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0802,"204.3410239132589"
"803",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0803,"157.6792891716073"
"804","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0804,"2905.635718791713"
"805",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0805,"379.4691284044496"
"806",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0806,"888.3129938802896"
"807",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0807,"74.43255743861148"
"808",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0808,"3610.283883581096"
"809",contact,N,"10",certain,certain,01.01.03,,DAS1,Aerial Photo,CAF0809,"428.738845404229"
"810",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0810,"5801.816675127404"
"811",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0811,"865.6966916436322"
"812",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0812,"326.5390801335537"
"813",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0813,"340.1398719871352"
"814",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0814,"3177.121965665716"
"815",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0815,"536.2527738807418"
"816","fault, thrust",N,"5",certain,certain,02.08.01,Soda Creek thrust,DAS1,,CAF0816,"4206.008911538363"
"817","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0817,"1019.468413070514"
"818",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0818,"3404.422990014707"
"819",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0819,"1571.351566076416"
"820","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0820,"361.0303299181711"
"821","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,Aerial Photo,CAF0821,"242.0721145275543"
"822","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0822,"245.7795643111978"
"823","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,Aerial Photo,CAF0823,"117.3734085753128"
"824","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,Aerial Photo,CAF0824,"1240.368961723933"
"825",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0825,"1875.390822186078"
"826",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0826,"243.5111473269254"
"827",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0827,"901.7613222287281"
"828","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0828,"172.6940946329831"
"829","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,Aerial Photo,CAF0829,"92.67358011909147"
"830","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,,CAF0830,"309.8396744515401"
"831",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0831,"1436.514666962909"
"832","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,,CAF0832,"564.193764162723"
"833",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0833,"886.2344510905881"
"834",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0834,"363.3422514780634"
"835",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0835,"352.7411891340042"
"836",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0836,"224.3851084451593"
